days_dormant,incoming_amount_thb,outflow_ratio_24h,dwell_time_mins,label,account_id
2,17466.93,0.111,1274.6,Normal,ACC000297
11,13702.94,0.486,744.6,Normal,ACC002268
2,17794.42,0.598,1085.1,Normal,ACC006970
3,5217.59,0.538,145.1,Normal,ACC002502
2,3271.09,0.23,841.0,Normal,ACC004514
5,13098.37,0.336,185.8,Normal,ACC005388
19,3484.33,0.353,665.4,Normal,ACC002603
25,1744.91,0.245,524.4,Normal,ACC005994
557,19147.54,0.481,1274.1,Legitimate_Awakening,ACC009739
20,16316.62,0.139,1061.5,Normal,ACC005297
2,18436.9,0.388,365.7,Normal,ACC007163
16,11923.3,0.393,1040.9,Normal,ACC000558
6,7996.37,0.138,1095.7,Normal,ACC007418
28,18547.68,0.134,688.1,Normal,ACC000866
17,14396.23,0.289,967.4,Normal,ACC006656
1,618.73,0.15,1267.0,Normal,ACC000723
21,12668.39,0.564,625.6,Normal,ACC005727
20,15553.31,0.119,650.2,Normal,ACC003068
7,18682.78,0.415,1353.1,Normal,ACC004106
13,702.62,0.181,255.1,Normal,ACC007987
29,19856.2,0.37,1119.9,Normal,ACC008645
21,3875.74,0.229,1118.9,Normal,ACC004066
17,2431.58,0.478,265.8,Normal,ACC008727
9,15902.43,0.428,923.6,Normal,ACC003086
22,1293.55,0.116,733.6,Normal,ACC008500
21,6134.4,0.245,392.2,Normal,ACC004727
12,9438.35,0.239,732.6,Normal,ACC003291
8,15329.86,0.192,174.5,Normal,ACC008710
22,14819.31,0.464,681.1,Normal,ACC004790
21,18471.23,0.309,1260.6,Normal,ACC004278
21,3260.2,0.455,992.7,Normal,ACC003173
29,9620.55,0.403,685.4,Normal,ACC001499
18,4936.07,0.338,680.2,Normal,ACC002879
0,3449.31,0.213,451.3,Normal,ACC000577
198,26522.82,0.536,2149.8,Legitimate_Awakening,ACC009236
17,17317.54,0.34,687.5,Normal,ACC005167
2,18488.73,0.526,1142.8,Normal,ACC002564
394,40705.1,0.507,2079.3,Legitimate_Awakening,ACC009186
19,764.61,0.227,1327.7,Normal,ACC006308
20,12831.63,0.178,745.6,Normal,ACC000946
8,5319.95,0.229,1275.8,Normal,ACC004794
11,7531.41,0.536,1277.2,Normal,ACC003789
13,9974.5,0.228,496.0,Normal,ACC000432
12,11085.41,0.365,579.1,Normal,ACC002432
9,2926.47,0.581,502.7,Normal,ACC001933
21,15061.56,0.381,230.0,Normal,ACC004246
902,348263.0,0.975,37.0,Dormant_Mule,ACC009919
12,15842.01,0.299,798.0,Normal,ACC000887
24,1051.16,0.107,290.8,Normal,ACC003438
26,13324.61,0.586,1102.0,Normal,ACC006625
3,12668.55,0.32,762.3,Normal,ACC005271
20,8831.41,0.506,1005.8,Normal,ACC005986
1,10158.19,0.369,1217.8,Normal,ACC008812
22,3496.65,0.408,324.8,Normal,ACC003522
15,18610.12,0.442,143.3,Normal,ACC005446
0,13013.82,0.436,954.6,Normal,ACC000857
622,25612.57,0.461,1166.6,Legitimate_Awakening,ACC009342
13,7707.31,0.276,1002.5,Normal,ACC004161
17,5885.31,0.453,202.8,Normal,ACC000738
11,15004.58,0.381,875.3,Normal,ACC008323
813,239240.17,0.959,42.3,Dormant_Mule,ACC009957
553,40408.45,0.313,1433.9,Legitimate_Awakening,ACC009147
8,10031.58,0.145,631.4,Normal,ACC004382
11,6636.43,0.341,1398.6,Normal,ACC003843
542,57169.0,0.669,2170.5,Legitimate_Awakening,ACC009327
2,11637.66,0.252,539.9,Normal,ACC000965
14,19393.12,0.475,291.7,Normal,ACC000339
4,12780.67,0.208,804.1,Normal,ACC000312
13,5045.43,0.438,302.5,Normal,ACC007859
7,2682.75,0.278,1411.0,Normal,ACC000584
14,2308.5,0.555,762.8,Normal,ACC005399
29,19837.62,0.199,879.7,Normal,ACC002762
588,39159.24,0.568,1547.9,Legitimate_Awakening,ACC009784
2,19722.48,0.496,913.8,Normal,ACC001399
9,9820.99,0.336,352.0,Normal,ACC002034
10,3681.23,0.267,1328.0,Normal,ACC005062
25,13078.32,0.211,309.5,Normal,ACC008148
10,12805.66,0.479,419.7,Normal,ACC005662
1,18628.17,0.162,981.3,Normal,ACC001558
23,9590.73,0.582,1280.3,Normal,ACC005077
14,13900.56,0.525,545.3,Normal,ACC005896
8,16025.63,0.102,953.4,Normal,ACC002607
27,13581.12,0.452,504.8,Normal,ACC002373
16,6673.66,0.436,161.5,Normal,ACC002169
7,8957.53,0.262,1101.6,Normal,ACC006448
16,6437.6,0.199,206.7,Normal,ACC001112
29,3271.67,0.106,677.1,Normal,ACC000668
10,12583.45,0.559,732.1,Normal,ACC004311
1,13537.17,0.439,597.7,Normal,ACC000664
24,10777.48,0.391,1022.6,Normal,ACC001593
27,16352.19,0.489,356.9,Normal,ACC008671
5,18826.73,0.414,562.1,Normal,ACC000213
8,18567.37,0.105,446.8,Normal,ACC004005
17,8494.6,0.519,364.4,Normal,ACC004959
28,19800.25,0.115,706.8,Normal,ACC001141
1,13579.32,0.281,1355.2,Normal,ACC004318
16,2949.5,0.256,1289.4,Normal,ACC001816
10,626.52,0.453,1357.5,Normal,ACC004622
19,12750.38,0.163,374.8,Normal,ACC007876
4,12285.48,0.533,468.3,Normal,ACC007516
20,18574.01,0.191,1324.5,Normal,ACC007060
10,2967.96,0.513,1261.5,Normal,ACC002979
25,16060.79,0.229,896.9,Normal,ACC000306
25,3266.4,0.496,1367.8,Normal,ACC006951
595,455724.53,0.96,17.7,Dormant_Mule,ACC009863
16,3752.63,0.187,374.2,Normal,ACC007401
12,12380.56,0.193,1300.7,Normal,ACC008589
2,7037.33,0.272,645.6,Normal,ACC008164
27,18550.44,0.171,1398.7,Normal,ACC005327
21,769.53,0.373,678.4,Normal,ACC004310
644,45010.67,0.523,1716.3,Legitimate_Awakening,ACC009751
17,12998.96,0.511,294.9,Normal,ACC000477
11,4142.75,0.427,616.0,Normal,ACC003539
225,47204.62,0.565,1782.8,Legitimate_Awakening,ACC009535
5,689.81,0.279,321.3,Normal,ACC007629
14,599.1,0.448,184.4,Normal,ACC000320
28,18570.22,0.593,1103.3,Normal,ACC008178
22,8694.87,0.381,127.7,Normal,ACC001860
28,6811.42,0.341,907.6,Normal,ACC003625
22,1379.76,0.567,1051.2,Normal,ACC002569
3,15316.23,0.425,641.2,Normal,ACC003955
24,13632.0,0.515,1274.7,Normal,ACC008760
10,8628.27,0.38,686.7,Normal,ACC002835
2,760.67,0.305,975.1,Normal,ACC000930
10,15658.16,0.326,1252.5,Normal,ACC006452
613,27722.87,0.695,2752.4,Legitimate_Awakening,ACC009168
12,4061.99,0.447,1290.8,Normal,ACC005056
629,35140.37,0.694,1935.4,Legitimate_Awakening,ACC009601
12,18522.18,0.12,319.6,Normal,ACC007404
283,36630.56,0.611,2283.3,Legitimate_Awakening,ACC009640
27,18525.03,0.388,961.8,Normal,ACC008372
26,19242.14,0.295,628.9,Normal,ACC000689
19,8504.72,0.567,961.4,Normal,ACC001737
22,16668.44,0.354,938.7,Normal,ACC001372
2,14626.1,0.497,429.3,Normal,ACC008143
16,15136.67,0.218,309.5,Normal,ACC001523
20,19448.48,0.174,1131.6,Normal,ACC006090
2,11417.92,0.25,340.6,Normal,ACC002661
187,20562.53,0.467,1620.3,Legitimate_Awakening,ACC009484
13,7914.7,0.509,603.5,Normal,ACC002934
25,18773.62,0.256,449.7,Normal,ACC001087
22,9843.8,0.193,278.7,Normal,ACC004796
21,8245.94,0.386,1378.1,Normal,ACC002560
24,19831.89,0.122,429.4,Normal,ACC005455
23,8446.92,0.343,1003.1,Normal,ACC004336
7,7737.81,0.493,453.7,Normal,ACC001022
21,3973.59,0.45,156.1,Normal,ACC004474
22,1628.12,0.103,329.1,Normal,ACC005658
22,15031.42,0.339,334.0,Normal,ACC007931
10,18621.12,0.29,1217.4,Normal,ACC000938
16,18117.36,0.171,988.8,Normal,ACC008091
4,952.15,0.349,1144.1,Normal,ACC006444
3,14014.28,0.229,760.9,Normal,ACC008726
14,14569.52,0.262,1161.6,Normal,ACC004469
25,5377.62,0.102,643.5,Normal,ACC006543
1,6042.4,0.552,363.9,Normal,ACC005496
26,6325.15,0.57,462.3,Normal,ACC000559
0,19147.3,0.482,654.9,Normal,ACC004647
12,18745.92,0.433,469.9,Normal,ACC003516
29,19201.28,0.288,815.8,Normal,ACC007819
22,9939.04,0.255,1348.2,Normal,ACC006330
4,1923.21,0.394,870.9,Normal,ACC008777
4,13968.26,0.41,1217.2,Normal,ACC008600
7,17834.57,0.486,1343.0,Normal,ACC005194
29,3055.06,0.247,465.6,Normal,ACC006447
11,16965.85,0.22,668.1,Normal,ACC002210
667,16795.61,0.391,2626.7,Legitimate_Awakening,ACC008896
6,5975.87,0.412,596.5,Normal,ACC005464
26,11198.37,0.587,699.1,Normal,ACC002044
27,9873.35,0.249,670.6,Normal,ACC007598
15,8659.77,0.354,749.3,Normal,ACC002351
25,15702.03,0.232,610.5,Normal,ACC006098
0,11054.15,0.126,1045.5,Normal,ACC001664
1,16208.83,0.496,887.4,Normal,ACC002651
11,19320.24,0.345,267.4,Normal,ACC003254
12,2322.84,0.121,785.3,Normal,ACC006956
29,13230.15,0.317,268.0,Normal,ACC005916
21,16474.18,0.542,421.1,Normal,ACC000440
585,151875.68,0.977,4.1,Dormant_Mule,ACC009856
9,15452.43,0.164,1140.2,Normal,ACC008689
1,5545.85,0.359,941.5,Normal,ACC007800
21,12607.85,0.123,1270.4,Normal,ACC000338
7,932.6,0.349,748.6,Normal,ACC000155
26,15215.12,0.32,1156.0,Normal,ACC005721
14,6001.18,0.369,355.3,Normal,ACC005887
27,19476.32,0.197,576.5,Normal,ACC002226
21,6664.09,0.123,954.5,Normal,ACC008276
5,3728.49,0.302,1307.2,Normal,ACC004427
2,18787.6,0.439,277.1,Normal,ACC001540
24,2712.56,0.565,1406.0,Normal,ACC000120
1,19096.3,0.492,991.1,Normal,ACC003648
1,15017.89,0.36,417.1,Normal,ACC006511
601,19643.08,0.375,2668.8,Legitimate_Awakening,ACC008981
546,50103.87,0.381,1880.7,Legitimate_Awakening,ACC009795
28,13640.4,0.279,1197.2,Normal,ACC008238
12,1738.48,0.118,296.7,Normal,ACC000149
10,14212.4,0.111,953.2,Normal,ACC001784
13,15640.73,0.428,354.2,Normal,ACC000527
19,14779.06,0.33,1013.5,Normal,ACC007012
26,13680.74,0.192,648.8,Normal,ACC006664
0,11255.96,0.592,1068.8,Normal,ACC004722
19,16044.77,0.584,193.0,Normal,ACC006234
299,57465.96,0.47,2614.4,Legitimate_Awakening,ACC009708
1,17871.12,0.588,1044.3,Normal,ACC002891
25,15764.78,0.508,180.8,Normal,ACC007284
21,13753.67,0.276,534.3,Normal,ACC003485
17,4479.42,0.447,1330.5,Normal,ACC003580
9,17497.66,0.353,437.1,Normal,ACC008565
358,59917.38,0.554,2553.7,Legitimate_Awakening,ACC009084
593,15420.87,0.418,1531.6,Legitimate_Awakening,ACC008890
23,2113.37,0.342,519.2,Normal,ACC001004
17,15196.16,0.524,937.9,Normal,ACC008144
15,3157.64,0.23,719.4,Normal,ACC007365
29,16912.96,0.368,1054.4,Normal,ACC006132
8,5245.37,0.12,1420.8,Normal,ACC004093
21,18316.56,0.335,871.3,Normal,ACC002816
17,1968.77,0.116,1038.0,Normal,ACC003565
956,169850.83,0.994,17.6,Dormant_Mule,ACC009997
20,5285.51,0.427,200.7,Normal,ACC005964
10,7220.45,0.456,252.9,Normal,ACC005838
24,3989.11,0.346,604.5,Normal,ACC004670
1,6384.69,0.524,1121.8,Normal,ACC003426
277,20186.37,0.534,2760.1,Legitimate_Awakening,ACC009351
0,6338.75,0.15,478.7,Normal,ACC001642
7,17068.51,0.56,1150.6,Normal,ACC008630
22,18756.69,0.533,1417.0,Normal,ACC002197
10,7362.63,0.323,1006.6,Normal,ACC001590
17,5054.79,0.468,130.4,Normal,ACC003582
17,14297.0,0.411,774.8,Normal,ACC004444
261,38780.2,0.563,474.6,Legitimate_Awakening,ACC009725
6,6600.83,0.568,1242.9,Normal,ACC000850
27,8157.63,0.389,799.9,Normal,ACC002737
10,3608.2,0.584,1327.5,Normal,ACC001936
29,15669.89,0.587,1034.9,Normal,ACC006179
16,5907.78,0.516,994.5,Normal,ACC008818
399,45344.45,0.5,844.1,Legitimate_Awakening,ACC009655
15,15408.75,0.282,1199.0,Normal,ACC006945
25,9805.57,0.552,879.2,Normal,ACC008801
29,3755.23,0.192,168.2,Normal,ACC008290
25,8625.82,0.136,250.4,Normal,ACC003230
14,3240.67,0.243,803.9,Normal,ACC001419
27,6997.65,0.364,219.6,Normal,ACC006440
1,12297.98,0.527,208.0,Normal,ACC007649
16,16950.94,0.397,1155.5,Normal,ACC005313
26,5379.23,0.117,1386.2,Normal,ACC007486
23,10385.18,0.447,706.1,Normal,ACC008171
11,14666.0,0.596,250.9,Normal,ACC000535
24,5007.07,0.301,612.6,Normal,ACC006667
10,19002.76,0.369,1347.6,Normal,ACC007118
12,753.99,0.398,1363.9,Normal,ACC005822
2,14608.69,0.266,1003.2,Normal,ACC005331
27,10471.18,0.351,1173.7,Normal,ACC000078
14,7884.72,0.522,970.4,Normal,ACC001765
21,7647.51,0.59,835.8,Normal,ACC006689
29,18622.83,0.378,874.5,Normal,ACC000194
13,4267.09,0.577,387.6,Normal,ACC007095
8,16013.37,0.304,1204.4,Normal,ACC006718
26,9411.12,0.264,328.9,Normal,ACC003597
6,5330.26,0.552,265.1,Normal,ACC008774
3,8727.05,0.564,733.1,Normal,ACC008277
19,10736.21,0.339,710.9,Normal,ACC002846
24,9053.66,0.119,779.4,Normal,ACC001562
16,16458.21,0.125,1323.2,Normal,ACC000882
3,6024.28,0.1,287.6,Normal,ACC002299
20,12129.68,0.283,1185.4,Normal,ACC001869
693,24746.81,0.34,683.3,Legitimate_Awakening,ACC009567
1,17231.6,0.195,1436.1,Normal,ACC006804
11,15450.61,0.506,1193.5,Normal,ACC004020
20,16962.09,0.316,1213.8,Normal,ACC002668
20,3651.94,0.553,801.4,Normal,ACC002256
9,16670.42,0.139,911.2,Normal,ACC005759
2,8593.39,0.207,952.8,Normal,ACC004700
13,12595.63,0.247,234.1,Normal,ACC002494
28,12745.2,0.238,1320.7,Normal,ACC001941
11,9292.62,0.276,852.5,Normal,ACC002748
26,12762.56,0.222,772.2,Normal,ACC008137
18,17941.82,0.328,705.4,Normal,ACC000707
10,1415.97,0.564,240.3,Normal,ACC001247
29,15124.23,0.205,1305.4,Normal,ACC000241
21,15555.75,0.521,1124.0,Normal,ACC002107
17,13277.47,0.548,1242.5,Normal,ACC006111
26,3253.86,0.385,364.6,Normal,ACC001019
3,10507.51,0.136,959.6,Normal,ACC008829
8,3709.04,0.303,1343.1,Normal,ACC001673
9,13313.82,0.283,927.2,Normal,ACC002339
850,238261.12,0.978,40.9,Dormant_Mule,ACC009908
209,57095.82,0.57,1638.2,Legitimate_Awakening,ACC009744
25,3409.13,0.396,509.3,Normal,ACC005819
19,6653.68,0.596,689.5,Normal,ACC003751
12,5477.01,0.145,223.9,Normal,ACC003549
10,4598.92,0.538,764.1,Normal,ACC006782
22,13102.5,0.189,1398.7,Normal,ACC006310
3,7068.95,0.274,382.6,Normal,ACC006862
5,10710.21,0.164,594.5,Normal,ACC005790
334,17220.16,0.333,2109.6,Legitimate_Awakening,ACC009032
19,10797.26,0.514,413.3,Normal,ACC006180
407,21095.08,0.485,2153.2,Legitimate_Awakening,ACC009815
29,686.11,0.29,1188.1,Normal,ACC004951
27,6781.58,0.265,863.9,Normal,ACC004848
13,9476.99,0.532,841.6,Normal,ACC000622
11,7912.93,0.269,1067.7,Normal,ACC002710
3,9552.65,0.461,986.9,Normal,ACC000937
8,4219.16,0.274,842.4,Normal,ACC001009
28,5099.32,0.446,506.1,Normal,ACC006407
28,6256.95,0.47,1173.6,Normal,ACC004404
12,12390.96,0.362,1154.1,Normal,ACC007757
17,16729.1,0.33,1016.9,Normal,ACC003773
13,9251.19,0.557,370.0,Normal,ACC001056
6,10322.31,0.539,1377.3,Normal,ACC001364
18,13226.28,0.253,434.7,Normal,ACC006937
3,10276.34,0.122,580.0,Normal,ACC002686
12,15443.79,0.284,338.8,Normal,ACC008158
241,33863.03,0.64,2828.4,Legitimate_Awakening,ACC008907
26,12229.06,0.301,371.9,Normal,ACC005761
27,14673.62,0.289,1067.5,Normal,ACC007954
5,11617.35,0.156,1319.8,Normal,ACC003850
13,7338.88,0.484,650.5,Normal,ACC000299
5,11888.75,0.398,1145.8,Normal,ACC004899
11,7231.01,0.153,769.3,Normal,ACC002760
0,7967.07,0.586,1240.6,Normal,ACC000026
21,14169.36,0.274,721.7,Normal,ACC006729
8,2732.92,0.126,602.3,Normal,ACC006565
13,17301.01,0.114,1359.7,Normal,ACC006296
25,11929.76,0.171,512.9,Normal,ACC007529
18,18131.09,0.274,798.5,Normal,ACC000161
16,19326.51,0.249,447.5,Normal,ACC007009
10,18968.64,0.226,1099.7,Normal,ACC006288
11,12363.95,0.283,359.8,Normal,ACC005130
19,14732.84,0.305,950.6,Normal,ACC002027
5,18628.23,0.104,1336.9,Normal,ACC004950
8,1974.23,0.243,236.3,Normal,ACC005471
17,19002.49,0.268,549.3,Normal,ACC003001
21,748.18,0.551,840.2,Normal,ACC005486
8,11582.22,0.32,208.8,Normal,ACC002219
6,9650.8,0.477,1162.8,Normal,ACC007508
19,11672.45,0.387,457.7,Normal,ACC007344
27,11054.41,0.534,1141.2,Normal,ACC006893
28,6422.8,0.268,869.5,Normal,ACC002822
28,2665.18,0.321,454.3,Normal,ACC002330
7,3782.17,0.506,129.5,Normal,ACC008328
6,13442.98,0.159,1379.2,Normal,ACC001478
23,18136.14,0.571,244.2,Normal,ACC008342
27,19496.21,0.11,1093.1,Normal,ACC000464
4,7974.91,0.134,812.5,Normal,ACC006738
24,845.44,0.539,1188.0,Normal,ACC005007
22,10431.14,0.366,473.3,Normal,ACC003133
29,2123.52,0.462,531.2,Normal,ACC001783
2,4657.68,0.444,1386.8,Normal,ACC003633
594,46955.37,0.313,1235.3,Legitimate_Awakening,ACC009403
0,15219.14,0.255,711.3,Normal,ACC001612
24,4208.64,0.161,303.2,Normal,ACC005847
12,3679.78,0.341,731.8,Normal,ACC005645
3,1431.74,0.276,1250.7,Normal,ACC001815
12,4512.05,0.27,420.4,Normal,ACC008033
0,13022.2,0.353,1383.6,Normal,ACC007235
5,15207.51,0.336,317.8,Normal,ACC002806
13,16820.3,0.529,185.4,Normal,ACC008236
29,17789.14,0.459,293.3,Normal,ACC003834
3,4822.89,0.567,555.6,Normal,ACC007923
24,15269.79,0.479,1188.9,Normal,ACC002036
12,13750.41,0.258,1166.1,Normal,ACC003453
25,2129.85,0.511,320.6,Normal,ACC004594
25,18622.3,0.268,208.6,Normal,ACC003732
3,2275.79,0.337,375.7,Normal,ACC003000
25,5061.5,0.2,1064.0,Normal,ACC001943
24,19507.37,0.392,708.8,Normal,ACC003952
5,5958.63,0.214,1183.1,Normal,ACC004912
24,11208.55,0.41,482.1,Normal,ACC007573
2,8774.59,0.558,777.3,Normal,ACC003961
11,7687.33,0.26,682.5,Normal,ACC005592
4,11090.12,0.383,259.6,Normal,ACC005354
8,4862.65,0.326,1288.3,Normal,ACC005825
21,2195.32,0.211,368.2,Normal,ACC002458
7,5690.09,0.208,1209.5,Normal,ACC002531
5,10099.42,0.224,1269.4,Normal,ACC000389
18,4246.79,0.21,182.5,Normal,ACC005719
3,3905.62,0.248,996.2,Normal,ACC001161
22,2102.93,0.264,680.2,Normal,ACC004664
4,12601.96,0.318,656.0,Normal,ACC007953
1,19428.19,0.157,652.8,Normal,ACC000861
18,4556.72,0.542,1270.7,Normal,ACC008121
4,6948.85,0.183,327.3,Normal,ACC007872
8,6859.17,0.144,1425.3,Normal,ACC007945
10,15170.06,0.288,761.5,Normal,ACC004323
5,13498.5,0.186,840.2,Normal,ACC008490
24,5707.13,0.507,1414.1,Normal,ACC007687
22,10242.82,0.43,735.1,Normal,ACC005581
14,10013.1,0.165,1222.8,Normal,ACC000686
21,505.59,0.353,1340.0,Normal,ACC005362
526,30793.84,0.554,2076.1,Legitimate_Awakening,ACC009094
22,11227.38,0.27,1109.8,Normal,ACC007258
8,13712.52,0.151,746.0,Normal,ACC005904
522,48749.8,0.621,1265.9,Legitimate_Awakening,ACC009542
27,9340.39,0.545,1039.2,Normal,ACC005588
29,5293.87,0.293,155.5,Normal,ACC007260
309,24207.51,0.341,1912.4,Legitimate_Awakening,ACC009558
29,16209.4,0.148,586.5,Normal,ACC008723
218,19677.87,0.672,1766.8,Legitimate_Awakening,ACC009298
27,14670.84,0.206,738.8,Normal,ACC008215
28,4077.12,0.527,1285.0,Normal,ACC000929
26,11475.81,0.392,881.5,Normal,ACC008399
11,19735.32,0.316,967.3,Normal,ACC003756
10,19977.11,0.198,925.8,Normal,ACC005532
23,1588.21,0.494,1215.3,Normal,ACC008384
1,3772.38,0.16,209.2,Normal,ACC001338
22,18430.74,0.247,546.1,Normal,ACC004523
1,6449.69,0.299,1222.5,Normal,ACC006010
11,19900.44,0.174,902.4,Normal,ACC007303
425,53464.59,0.509,1103.3,Legitimate_Awakening,ACC009517
29,7054.12,0.29,734.6,Normal,ACC003460
3,18702.12,0.276,602.3,Normal,ACC006003
9,14551.21,0.283,1055.1,Normal,ACC008347
588,47775.1,0.357,733.4,Legitimate_Awakening,ACC009812
20,11797.59,0.129,317.6,Normal,ACC005339
6,18775.2,0.154,251.0,Normal,ACC005400
16,17791.32,0.435,1416.3,Normal,ACC003352
9,18050.45,0.277,432.7,Normal,ACC000442
24,16868.37,0.481,1071.6,Normal,ACC005463
16,12342.52,0.408,1161.8,Normal,ACC006531
902,162191.78,0.975,32.9,Dormant_Mule,ACC009881
16,14392.79,0.361,333.2,Normal,ACC006236
0,15899.77,0.545,1047.4,Normal,ACC006884
5,16208.89,0.349,643.5,Normal,ACC005609
5,1483.88,0.152,1282.9,Normal,ACC002061
24,12640.58,0.179,1256.0,Normal,ACC003389
8,17808.36,0.284,308.5,Normal,ACC002048
23,19994.42,0.175,1198.1,Normal,ACC000695
22,1134.33,0.28,1239.9,Normal,ACC008181
14,18111.47,0.299,1190.1,Normal,ACC004876
5,17950.69,0.193,171.7,Normal,ACC005982
25,4690.87,0.121,600.0,Normal,ACC001212
28,11474.9,0.17,856.8,Normal,ACC007665
14,4565.48,0.243,269.1,Normal,ACC005147
5,770.03,0.334,1100.6,Normal,ACC007567
8,3183.78,0.1,1312.3,Normal,ACC001292
4,18058.15,0.417,567.5,Normal,ACC000055
26,1381.76,0.113,616.9,Normal,ACC000146
5,15982.12,0.343,560.9,Normal,ACC001717
3,14748.65,0.545,352.1,Normal,ACC008208
608,28044.51,0.355,2870.1,Legitimate_Awakening,ACC009469
20,8453.27,0.453,419.5,Normal,ACC003046
422,58141.89,0.405,1083.2,Legitimate_Awakening,ACC009527
8,16292.5,0.592,1207.7,Normal,ACC003777
20,8042.74,0.14,314.3,Normal,ACC001385
17,9490.45,0.496,737.6,Normal,ACC003524
17,18686.64,0.292,1083.0,Normal,ACC001994
685,50239.95,0.673,351.7,Legitimate_Awakening,ACC009710
17,2321.46,0.321,378.2,Normal,ACC000592
2,14867.7,0.401,985.2,Normal,ACC002431
15,19924.4,0.13,124.2,Normal,ACC000709
14,5314.87,0.589,1171.5,Normal,ACC003880
29,3789.68,0.258,903.9,Normal,ACC002681
16,6521.44,0.305,578.9,Normal,ACC003198
19,8648.2,0.246,1129.9,Normal,ACC003477
15,9426.7,0.108,349.8,Normal,ACC004991
15,1452.49,0.395,239.0,Normal,ACC008573
5,13030.26,0.139,1097.5,Normal,ACC000986
11,12483.32,0.149,1301.8,Normal,ACC006110
19,10538.14,0.513,220.5,Normal,ACC004709
24,16844.74,0.335,694.2,Normal,ACC005013
17,3689.26,0.469,1329.5,Normal,ACC005384
22,16426.1,0.134,631.4,Normal,ACC000671
292,41945.24,0.534,1956.1,Legitimate_Awakening,ACC009836
28,6398.34,0.588,344.6,Normal,ACC001002
22,1262.75,0.107,586.5,Normal,ACC007846
2,11709.19,0.402,1026.7,Normal,ACC005983
29,3542.27,0.535,264.5,Normal,ACC006050
16,18592.3,0.266,784.2,Normal,ACC002834
22,14889.39,0.361,210.4,Normal,ACC000888
1,16383.47,0.412,372.1,Normal,ACC006499
1,1140.82,0.168,542.1,Normal,ACC005663
26,15318.7,0.114,1005.2,Normal,ACC007294
8,17992.25,0.551,553.6,Normal,ACC003185
303,53351.9,0.432,1246.8,Legitimate_Awakening,ACC009638
10,3436.32,0.153,1209.4,Normal,ACC006029
19,18891.68,0.15,1248.4,Normal,ACC004448
22,19231.09,0.171,792.0,Normal,ACC002077
512,20821.15,0.373,1540.2,Legitimate_Awakening,ACC009175
8,18179.78,0.191,585.5,Normal,ACC005873
11,11605.66,0.592,407.1,Normal,ACC007037
13,2794.16,0.214,571.0,Normal,ACC000468
6,3027.91,0.224,1204.1,Normal,ACC005425
16,6346.14,0.51,190.2,Normal,ACC006650
18,7445.62,0.513,1055.9,Normal,ACC000692
292,23527.37,0.411,1218.7,Legitimate_Awakening,ACC009675
4,1186.11,0.13,613.0,Normal,ACC004287
25,14896.76,0.268,1129.9,Normal,ACC002004
12,19952.64,0.394,528.4,Normal,ACC007447
10,6427.42,0.26,1389.6,Normal,ACC006497
0,10119.2,0.421,358.9,Normal,ACC004910
17,16309.24,0.574,299.4,Normal,ACC002453
29,7798.16,0.48,717.6,Normal,ACC004241
19,9049.91,0.365,1420.6,Normal,ACC000998
9,878.6,0.241,190.2,Normal,ACC006348
20,10721.1,0.398,598.5,Normal,ACC007485
27,10754.22,0.441,717.6,Normal,ACC007779
491,19718.66,0.482,891.5,Legitimate_Awakening,ACC009632
17,12651.19,0.278,1161.4,Normal,ACC001707
27,4717.87,0.504,1119.8,Normal,ACC002619
17,4221.56,0.228,484.7,Normal,ACC005321
18,12962.75,0.206,1103.7,Normal,ACC006049
28,11390.16,0.225,392.3,Normal,ACC003887
24,4879.36,0.35,1229.4,Normal,ACC002132
15,5565.99,0.227,1437.6,Normal,ACC001924
19,17210.81,0.569,769.9,Normal,ACC001411
4,11972.0,0.272,1002.2,Normal,ACC003182
27,736.69,0.548,1324.2,Normal,ACC006117
4,10291.89,0.531,1006.4,Normal,ACC004236
21,1545.18,0.39,1190.0,Normal,ACC006972
11,13998.21,0.509,1291.5,Normal,ACC005913
11,15794.7,0.304,218.5,Normal,ACC008481
11,16977.74,0.13,478.6,Normal,ACC001517
10,13152.1,0.129,407.8,Normal,ACC005202
6,16496.32,0.381,1006.3,Normal,ACC001376
19,14654.49,0.141,715.4,Normal,ACC007119
7,9073.29,0.323,662.4,Normal,ACC002881
0,6575.99,0.581,303.8,Normal,ACC007374
25,16335.98,0.213,814.6,Normal,ACC004275
13,3778.0,0.273,1124.9,Normal,ACC004156
3,6073.91,0.136,576.3,Normal,ACC001876
10,3964.82,0.375,895.8,Normal,ACC006686
6,12126.06,0.132,472.4,Normal,ACC005851
23,17827.55,0.263,296.3,Normal,ACC003853
24,13415.2,0.405,1327.9,Normal,ACC001553
5,11288.13,0.571,968.4,Normal,ACC005418
16,3804.6,0.337,1402.1,Normal,ACC004090
244,17977.61,0.511,1244.9,Legitimate_Awakening,ACC009405
397,48273.26,0.628,1374.8,Legitimate_Awakening,ACC009052
2,17014.31,0.431,1210.6,Normal,ACC008244
657,37009.62,0.363,2201.5,Legitimate_Awakening,ACC009714
3,18528.94,0.322,850.5,Normal,ACC000901
18,13132.44,0.161,1293.0,Normal,ACC000730
13,3676.87,0.268,852.2,Normal,ACC002753
2,12240.99,0.327,590.2,Normal,ACC003203
7,13389.78,0.139,838.7,Normal,ACC000830
28,11416.82,0.308,1292.6,Normal,ACC006305
