tx_id,account_id,incoming_amount,outflow_ratio_24h,dwell_time_mins
TX05392,ACC_N0128,14110.45,0.191,888.9
TX03473,ACC_N1370,5947.23,0.413,937.5
TX09310,ACC_N2987,1807.82,0.561,1203.5
TX09646,ACC_N3415,2997.08,0.538,1381.4
TX06067,ACC_N0698,3582.8,0.507,628.4
TX01690,ACC_N0535,2555.4,0.428,1035.6
TX06811,ACC_N3000,16396.52,0.27,1335.8
TX07638,ACC_N2477,1934.23,0.446,701.7
TX01989,ACC_N1267,-14075.75,0.364,510.4
TX07271,ACC_N2031,569.76,0.192,710.8
TX03978,ACC_N2368,12329.9,0.499,381.1
TX05789,ACC_N0812,14207.48,0.539,153.9
TX03747,ACC_N2997,11270.27,0.156,616.0
TX05821,ACC_N1495,19893.9,0.176,
TX01460,ACC_N3213,10506.91,0.512,423.5
TX06800,ACC_N1465,1475.43,0.484,
TX01487,ACC_N1005,11967.83,0.493,501.7
TX03780,ACC_N1025,10419.34,0.537,1383.0
TX04168,ACC_N1467,2113.4,0.55,751.1
TX01181,ACC_N1128,18684.62,0.487,794.0
TX02271,ACC_N1166,19740.41,0.52,1283.8
TX08647,ACC_N1743,4367.95,0.277,1299.0
TX03717,ACC_N1114,10607.22,0.156,1093.7
TX05455,ACC_N3338,2185.28,0.46,
TX00850,ACC_A0381,24016.16,0.651,730.7
TX09578,ACC_N2036,14894.54,0.349,507.2
TX05303,ACC_N2120,7039.1,0.234,457.0
TX07070,ACC_N0588,9908.86,0.36,792.6
TX09022,ACC_N2121,8385.31,0.409,807.2
TX02431,ACC_N2119,8928.51,0.445,811.7
TX03085,ACC_N2400,10797.33,0.225,1133.8
TX01816,ACC_N2299,12594.71,0.136,1431.3
TX03346,ACC_N3397,3886.6,0.363,971.4
TX07066,ACC_N1837,12333.77,0.331,295.1
TX05268,ACC_N3109,5185.12,0.289,227.1
TX00181,ACC_A0192,59120.82,0.593,2132.1
TX00490,ACC_A0158,38696.03,0.36,1334.4
TX00869,ACC_A0386,15055.43,0.313,2097.3
TX02344,ACC_N0637,14257.06,0.452,131.9
TX06568,ACC_N0839,4942.94,0.498,780.6
TX04551,ACC_N0898,7967.28,0.57,242.6
TX04736,ACC_N2660,9664.58,0.49,922.2
TX05445,ACC_N1650,8142.85,0.345,684.7
TX09066,ACC_N0540,2814.11,0.507,
TX05133,ACC_N2736,2609.3,0.474,1437.1
TX03582,ACC_N2797,12008.33,0.283,1045.6
TX07649,ACC_N0327,18530.36,0.422,1068.5
TX07147,ACC_N1433,11002.38,0.325,1033.8
TX02410,ACC_N1336,1844.09,0.136,982.2
TX04185,ACC_N2660,11198.37,0.262,175.3
TX02504,ACC_N0690,13505.24,0.468,674.8
TX03481,ACC_N0757,12795.84,0.232,210.5
TX00475,ACC_A0282,52645.42,0.691,890.0
TX06664,ACC_N2545,8316.48,0.168,1109.2
TX00949,ACC_A0095,44396.84,0.316,1297.5
TX02934,ACC_N1468,4704.39,0.21,671.7
TX03127,ACC_N3465,809.11,0.595,1185.3
TX00690,ACC_A0286,27476.95,0.351,1656.5
TX02591,ACC_N2448,12312.2,0.139,1104.3
TX08496,ACC_N3303,2357.42,0.574,605.8
TX03948,ACC_N3412,7377.48,0.223,1414.2
TX00973,ACC_A0182,41897.56,0.596,1808.4
TX02316,ACC_N2621,4656.27,0.173,183.7
TX01933,ACC_N0964,8217.66,0.191,1327.4
TX05560,ACC_N1662,669.05,0.259,441.6
TX02672,ACC_N0228,4335.01,0.376,936.6
TX03614,ACC_N0916,17898.64,0.313,618.9
TX04362,ACC_N0232,3007.3,0.185,1131.9
TX09003,ACC_N2454,15172.62,0.545,396.7
TX08799,ACC_N2850,16862.28,0.578,821.7
TX01002,ACC_A0283,15406.37,0.656,1371.3
TX01562,ACC_N0044,12903.33,0.509,1045.7
TX00882,ACC_A0356,35906.94,0.679,2511.9
TX00903,ACC_A0165,39040.9,0.488,1357.1
TX06731,ACC_N1802,16499.68,0.466,351.0
TX06101,ACC_N0603,16020.31,0.185,
TX03764,ACC_N2404,3387.17,0.236,214.0
TX02117,ACC_N3341,9788.29,0.235,362.4
TX04249,ACC_N3075,10786.17,0.326,742.1
TX08377,ACC_N2611,2440.07,0.397,353.8
TX04819,ACC_N3003,10489.86,0.204,788.7
TX02270,ACC_N1024,15943.86,0.26,674.7
TX03616,ACC_N1987,4361.06,0.217,1269.8
TX07600,ACC_N0428,17027.6,0.196,397.5
TX02179,ACC_N1336,12064.6,0.375,1327.4
TX04359,ACC_N0808,11419.88,0.492,1337.1
TX00297,ACC_A0045,15238.5,0.389,1703.0
TX08946,ACC_N3336,3451.54,0.118,971.8
TX09318,ACC_N2712,11167.69,0.305,729.2
TX04355,ACC_N1694,14575.11,0.581,186.9
TX04599,ACC_N2900,16838.53,0.101,1385.3
TX08943,ACC_N2929,14057.94,0.244,841.0
TX01815,ACC_N0443,10408.76,0.478,278.9
TX00716,ACC_A0229,52179.26,0.557,2216.5
TX07892,ACC_N1657,18502.57,0.395,1391.8
TX02169,ACC_N0985,7106.85,0.2,335.2
TX00964,ACC_A0296,48090.76,0.559,1296.4
TX00159,ACC_A0125,24325.24,0.617,2581.8
TX02453,ACC_N2321,11595.17,0.119,753.1
TX05366,ACC_N0408,6681.52,0.325,931.5
TX05354,ACC_N1761,9672.25,0.379,293.9
TX05989,ACC_N1240,2474.67,0.104,367.0
TX06991,ACC_N1272,14195.6,0.181,898.8
TX00856,ACC_A0275,22166.06,0.513,2844.5
TX07228,ACC_N0034,14412.42,0.513,1426.6
TX07857,ACC_N2986,13968.03,0.141,1312.6
TX06315,ACC_N2012,8429.2,0.165,489.1
TX04023,ACC_N3149,11340.28,0.224,1268.1
TX01440,ACC_N0290,14752.15,0.265,1051.0
TX08240,ACC_N2085,17402.38,0.296,806.8
TX09698,ACC_N2485,13856.27,0.575,1406.2
TX00664,ACC_A0208,33787.77,0.617,827.5
TX04910,ACC_N1859,18135.43,0.4,1007.5
TX00146,ACC_M031,66599.13,0.976,42.7
TX04566,ACC_N0517,3932.77,0.292,862.4
TX01244,ACC_N2428,3669.49,0.562,701.8
TX08848,ACC_N1394,9690.44,0.569,596.2
TX03452,ACC_N3336,10101.83,0.108,1408.3
TX02929,ACC_N2065,1223.71,0.598,1053.3
TX07161,ACC_N1314,15000.76,0.591,623.0
TX07345,ACC_N2558,1467.68,0.477,982.0
TX08031,ACC_N2068,4817.49,0.146,204.5
TX06142,ACC_N1395,12011.11,0.517,805.9
TX04006,ACC_N0307,12020.91,0.381,336.0
TX01066,ACC_A0365,31843.35,0.503,1600.3
TX08666,ACC_N1875,9628.19,0.303,1321.4
TX04615,ACC_N1785,15690.61,0.284,999.8
TX06821,ACC_N3424,17452.38,0.485,689.6
TX09317,ACC_N3419,4903.58,0.16,789.0
TX05262,ACC_N0812,19144.59,0.252,757.0
TX01928,ACC_N0219,9951.45,0.312,220.4
TX03462,ACC_N1750,8520.94,0.184,975.8
TX04439,ACC_N0674,11860.09,0.591,879.1
TX06431,ACC_N3231,14453.48,0.297,1040.3
TX03815,ACC_N3465,17174.03,0.351,1024.4
TX05928,ACC_N0681,13264.04,0.587,516.3
TX06257,ACC_N0852,9612.1,0.157,1323.6
TX00432,ACC_A0252,29014.99,0.506,2270.0
TX03627,ACC_N2299,16262.98,0.278,1119.7
TX01080,ACC_A0199,30685.82,0.43,2390.5
TX08468,ACC_N1446,10524.69,0.4,1268.6
TX02751,ACC_N1935,18295.8,0.223,1055.0
TX00481,ACC_A0132,36648.96,0.601,2155.4
TX02209,ACC_N1173,9604.12,0.163,644.5
TX02551,ACC_N0212,17237.44,0.185,860.2
TX06744,ACC_N3140,8500.25,0.282,504.1
TX09078,ACC_N1423,14288.37,0.298,504.0
TX04336,ACC_N1277,10623.68,0.409,573.2
TX06989,ACC_N2817,735.22,0.344,
TX06649,ACC_N0490,902.55,0.567,1244.1
TX05545,ACC_N0980,4708.18,0.479,1208.3
TX01478,ACC_N1944,1103.15,0.537,545.9
TX08137,ACC_N2089,4605.51,0.579,1063.7
TX03951,ACC_N2863,17609.44,0.416,1172.1
TX07279,ACC_N0424,8092.68,0.252,660.4
TX07615,ACC_N1986,8152.67,0.6,924.5
TX02613,ACC_N0990,5577.86,0.419,214.0
TX03147,ACC_N3204,10232.62,0.439,483.1
TX09225,ACC_N0583,19809.64,0.468,793.6
TX04208,ACC_N2966,12197.77,0.371,848.6
TX01922,ACC_N1682,12574.48,0.251,321.5
TX07977,ACC_N1878,17604.59,0.305,1155.8
TX00778,ACC_A0116,15231.53,0.474,1845.0
TX08766,ACC_N2904,6165.99,0.309,603.2
TX00339,ACC_A0055,32065.29,0.613,1863.9
TX00312,ACC_A0328,46825.35,0.349,407.5
TX05057,ACC_N2476,4991.69,0.322,1305.3
TX00584,ACC_A0166,47468.98,0.526,2031.3
TX09903,ACC_N2556,1766.01,0.535,908.2
TX07498,ACC_N0316,8264.02,0.102,
TX06444,ACC_N1951,7785.88,0.257,1091.5
TX01500,ACC_N1102,12083.96,0.28,339.4
TX01258,ACC_N2755,12059.03,0.577,484.6
TX03007,ACC_N1269,6138.17,0.137,751.4
TX08245,ACC_N0582,1848.1,0.576,884.2
TX05573,ACC_N2200,10016.75,0.595,801.7
TX01212,ACC_N3246,15905.29,0.207,302.4
TX06687,ACC_N1061,10613.45,0.413,903.7
TX01784,ACC_N2259,19625.48,0.472,894.7
TX08550,ACC_N0915,10446.35,0.386,704.5
TX05768,ACC_N3064,3364.72,0.173,974.8
TX09266,ACC_N0648,6577.82,0.415,255.2
TX07816,ACC_N3498,10118.25,0.389,750.6
TX07878,ACC_N2708,6231.49,0.248,950.9
TX04879,ACC_N3418,13754.65,0.277,1394.1
TX01009,ACC_A0012,34891.1,0.366,818.7
TX04813,ACC_N3128,1149.8,0.537,308.8
TX00592,ACC_A0090,39292.93,0.613,341.4
TX00668,ACC_A0346,23346.28,0.639,1633.3
TX08947,ACC_N2164,2514.22,0.404,897.0
TX04309,ACC_N1676,8784.16,0.438,1077.4
TX07412,ACC_N1316,12463.79,0.417,1433.9
TX03541,ACC_N3250,16599.27,0.182,883.1
TX00213,ACC_A0393,38185.62,0.662,2159.3
TX05177,ACC_N1513,18567.68,0.319,617.8
TX09069,ACC_N1944,8909.29,0.43,1229.0
TX02304,ACC_N3469,15986.56,0.534,1159.0
TX03361,ACC_N2757,11448.05,0.133,1340.1
TX03871,ACC_N0167,7447.1,0.593,164.6
TX08800,ACC_N3212,14924.21,0.43,1396.8
TX00965,ACC_A0306,49547.57,0.655,1818.3
TX04905,ACC_N1399,1442.33,0.357,524.8
TX02171,ACC_N2891,5160.78,0.381,901.4
TX02908,ACC_N2068,7639.21,0.301,898.0
TX08763,ACC_N2914,13626.63,0.265,1242.3
TX00306,ACC_A0058,24228.49,0.659,2199.4
TX08532,ACC_N0428,12080.5,0.281,1082.6
TX02494,ACC_N2469,10234.14,0.346,1042.9
TX05811,ACC_N3357,4115.53,0.599,422.7
TX09980,ACC_N0858,6767.71,0.559,387.3
TX02403,ACC_N2586,13900.2,0.589,1053.0
TX00857,ACC_A0106,24166.56,0.635,1370.0
TX09433,ACC_N1815,6870.83,0.203,327.3
TX05425,ACC_N2625,14986.53,0.298,1280.1
TX05775,ACC_N2705,13498.96,0.2,1045.6
TX01522,ACC_N0781,17775.32,0.484,185.9
TX00477,ACC_A0162,28232.01,0.523,682.3
TX06099,ACC_N1758,5419.44,0.347,1136.6
TX02228,ACC_N0578,1713.0,0.153,239.0
TX01326,ACC_N3234,16584.65,0.208,733.9
TX00320,ACC_A0189,35442.06,0.675,1784.4
TX02359,ACC_N2689,18553.63,0.222,416.4
TX08367,ACC_N1993,8779.16,0.211,1076.1
TX03460,ACC_N2077,9152.18,0.594,587.2
TX04899,ACC_N0734,1228.38,0.282,1369.9
TX09744,ACC_N2953,4523.61,0.414,241.6
TX08834,ACC_N0615,14179.07,0.101,138.0
TX06297,ACC_N0599,18174.63,0.13,375.9
TX00943,ACC_A0341,48492.56,0.682,1203.5
TX01806,ACC_N1518,5587.91,0.324,754.7
TX09505,ACC_N1808,17839.92,0.143,128.4
TX01399,ACC_N2607,15741.83,0.495,583.0
TX04236,ACC_N0792,2959.99,0.505,133.5
TX09685,ACC_N1571,16827.15,0.25,1026.4
TX09650,ACC_N0236,7788.19,0.465,495.3
TX09754,ACC_N1183,13975.94,0.194,678.8
TX08503,ACC_N2294,11162.35,0.523,345.6
TX07226,ACC_N3230,6432.8,0.476,1070.3
TX07137,ACC_N2042,4936.07,0.558,261.5
TX04213,ACC_N2297,10939.73,0.176,394.7
TX05959,ACC_N0217,12686.37,0.53,231.8
TX02492,ACC_N0676,2162.73,0.492,1177.3
TX09274,ACC_N1105,13554.87,0.213,1122.2
TX01526,ACC_N2822,4563.79,0.419,1408.6
TX03501,ACC_N1243,17425.35,0.515,375.2
TX01724,ACC_N0008,1235.11,0.255,299.9
TX03057,ACC_N2730,6078.75,0.576,528.8
TX01994,ACC_N2914,2476.91,0.24,171.8
TX04126,ACC_N1035,1866.98,0.404,135.8
TX01746,ACC_N2889,4105.95,0.38,741.0
TX09601,ACC_N2370,3891.98,0.524,138.6
TX06110,ACC_N2413,12842.21,0.448,1296.6
TX01087,ACC_A0044,19071.68,0.663,456.4
TX07500,ACC_N0278,16016.28,0.126,1203.3
TX06330,ACC_N0136,1853.21,0.183,767.5
TX09794,ACC_N2455,12208.89,0.368,1298.1
TX09787,ACC_N0588,4663.2,0.209,423.0
TX03401,ACC_N0066,13484.23,0.469,183.3
TX01936,ACC_N0057,6343.54,0.294,1093.3
TX09567,ACC_N0612,11727.12,0.196,134.6
TX03659,ACC_N0746,6035.62,0.433,154.2
TX05348,ACC_N0197,1800.3,0.451,826.0
TX05499,ACC_N1153,11750.86,0.173,1279.1
TX07449,ACC_N0406,2105.67,0.221,
TX00559,ACC_A0378,33236.16,0.598,2749.0
TX06271,ACC_N0302,15429.29,0.153,1119.0
TX02240,ACC_N1324,4427.42,0.59,502.5
TX06603,ACC_N1621,12258.57,0.163,1400.5
TX09237,ACC_N2319,16836.27,0.458,659.4
TX08971,ACC_N2853,2983.3,0.316,898.1
TX06624,ACC_N2279,18647.92,0.436,889.5
TX09055,ACC_N1116,15036.32,0.58,333.2
TX06954,ACC_N3356,6810.77,0.176,152.5
TX08340,ACC_N2455,5817.2,0.3,843.0
TX08547,ACC_N2459,954.1,0.427,205.2
TX03384,ACC_N3341,16048.07,0.498,1204.1
TX07217,ACC_N0522,18559.78,0.316,278.6
TX09688,ACC_N0072,904.46,0.323,216.5
TX08908,ACC_N2241,5595.1,0.395,397.0
TX09216,ACC_N1063,13186.41,0.355,650.6
TX06205,ACC_N2195,8582.38,0.502,1114.8
TX01846,ACC_N0738,4266.62,0.563,429.7
TX00887,ACC_A0231,44564.27,0.353,2143.8
TX04188,ACC_N1563,11044.77,0.41,1273.0
TX02607,ACC_N1383,19967.22,0.218,870.4
TX04669,ACC_N0473,14049.14,0.559,1140.0
TX03444,ACC_N0325,15117.48,0.238,726.0
TX09324,ACC_N0573,9806.91,0.537,1288.4
TX00440,ACC_A0304,20142.03,0.404,418.8
TX09982,ACC_N0499,19224.02,0.313,1384.5
TX04320,ACC_N1083,1981.87,0.188,1378.0
TX05792,ACC_N2829,8015.71,0.535,1055.1
TX00338,ACC_A0112,24225.08,0.33,2440.8
TX00155,ACC_A0138,25848.82,0.644,314.6
TX01707,ACC_N2132,15112.89,0.586,930.1
TX04212,ACC_N0170,9862.1,0.244,1322.8
TX03554,ACC_N2087,5372.81,0.549,516.6
TX08029,ACC_N2440,1446.73,0.143,668.7
TX00938,ACC_A0107,44263.24,0.568,425.5
TX03236,ACC_N3409,13581.87,0.304,809.4
TX01943,ACC_N0757,8860.9,0.194,1000.5
TX00389,ACC_A0192,35565.01,0.682,2695.9
TX05334,ACC_N1923,-9252.22,0.219,192.6
TX00120,ACC_M001,292704.01,0.965,34.1
TX04022,ACC_N0449,9374.92,0.413,384.8
TX07261,ACC_N1432,15758.98,0.346,
TX05356,ACC_N2614,15450.75,0.226,853.4
TX07009,ACC_N3205,12651.65,0.394,1019.9
TX05656,ACC_N1322,977.37,0.401,153.3
TX04403,ACC_N0743,606.15,0.498,180.7
TX02617,ACC_N2723,17915.72,0.107,324.1
TX07144,ACC_N0564,9073.29,0.232,1396.3
TX00149,ACC_M003,73165.44,0.981,17.6
TX05736,ACC_N1309,17005.49,0.225,580.4
TX00527,ACC_A0180,31337.66,0.637,1428.7
TX03790,ACC_N1866,5065.0,0.287,1147.2
TX02121,ACC_N1255,12696.82,0.11,
TX07941,ACC_N2300,17929.27,0.43,1001.4
TX05156,ACC_N0653,3136.07,0.29,1194.3
TX03952,ACC_N0614,1285.49,0.274,703.6
TX04093,ACC_N0073,9834.68,0.133,
TX09357,ACC_N3164,2839.15,0.489,1257.8
TX07314,ACC_N0382,10095.59,0.331,1306.6
TX07893,ACC_N2127,16197.72,0.443,717.5
TX05074,ACC_N2048,12719.84,0.14,1038.2
TX00738,ACC_A0247,16996.95,0.596,499.0
TX03688,ACC_N0685,15041.81,0.322,579.7
TX01019,ACC_A0039,32071.14,0.617,2432.8
TX03285,ACC_N2472,13857.62,0.275,388.9
TX00947,ACC_A0306,22275.26,0.587,834.7
TX03082,ACC_N1217,9344.67,0.531,518.2
TX07401,ACC_N0077,14802.48,0.311,1405.6
TX09161,ACC_N0198,18307.1,0.173,1070.8
TX07942,ACC_N2036,17734.67,0.568,998.4
TX02226,ACC_N1681,4803.9,0.343,1138.5
TX02107,ACC_N1403,1186.7,0.201,433.9
TX06318,ACC_N3431,16533.12,0.429,1285.0
TX01411,ACC_N0110,12439.38,0.556,1049.2
TX07697,ACC_N1635,12275.62,0.144,983.1
TX06804,ACC_N1059,2807.73,0.471,911.8
TX06166,ACC_N0922,17598.43,0.386,986.1
TX06549,ACC_N0861,3491.64,0.354,1261.3
TX02988,ACC_N3002,19280.34,0.157,526.3
TX01079,ACC_A0317,40973.34,0.42,2229.3
TX08319,ACC_N0486,13245.89,0.418,879.0
TX07486,ACC_N2706,12182.81,0.176,473.1
TX03916,ACC_N2068,5237.43,0.41,301.6
TX05151,ACC_N1699,10709.06,0.22,643.9
TX04788,ACC_N0575,14447.71,0.493,147.2
TX04843,ACC_N2217,4873.33,0.5,1360.2
TX04377,ACC_N0563,7437.97,0.444,953.6
TX06146,ACC_N3286,4234.12,0.433,337.1
TX03847,ACC_N0840,1964.9,0.28,203.0
TX03834,ACC_N2156,3469.66,0.566,1300.6
TX05439,ACC_N0737,-18202.41,0.485,1241.6
TX08933,ACC_N1080,12564.2,0.47,1170.6
TX08419,ACC_N2701,8899.84,0.549,538.9
TX01291,ACC_N3065,12549.67,0.294,488.6
TX09530,ACC_N0443,13503.9,0.463,1434.1
TX03000,ACC_N2184,5846.2,0.347,616.5
TX01247,ACC_N2993,12589.39,0.387,763.5
TX03223,ACC_N1048,13625.67,0.337,1089.1
TX06724,ACC_N0605,12980.59,0.394,400.3
TX07002,ACC_N1996,6568.28,0.227,1044.2
TX06561,ACC_N0201,18337.66,0.55,447.4
TX04114,ACC_N1320,2004.32,0.476,848.6
TX07123,ACC_N0100,8966.64,0.263,653.7
TX06612,ACC_N0759,16743.15,0.3,1356.5
TX01521,ACC_N0164,16250.5,0.447,805.2
TX02469,ACC_N1276,6280.68,0.128,307.8
TX07073,ACC_N0181,13666.19,0.125,1151.0
TX08121,ACC_N3296,3980.44,0.486,1299.1
TX03901,ACC_N0195,1462.32,0.262,886.7
TX00674,ACC_A0259,18984.45,0.645,1836.0
TX00535,ACC_A0181,58854.63,0.355,2258.4
TX08961,ACC_N2646,19364.33,0.554,780.5
TX09192,ACC_N1580,9599.1,0.149,917.4
TX01860,ACC_N1119,4441.91,0.419,1120.8
TX03173,ACC_N0270,6653.29,0.533,1073.7
TX05044,ACC_N1543,18655.01,0.184,877.5
TX00078,ACC_M036,83320.09,0.97,2.0
TX06505,ACC_N3343,1849.99,0.256,1076.1
TX03827,ACC_N1223,17520.19,0.117,1166.5
TX08017,ACC_N0342,11017.29,0.172,817.5
TX02761,ACC_N2187,12788.41,0.458,639.6
TX00194,ACC_A0106,35670.61,0.425,386.9
TX04130,ACC_N2959,12414.96,0.306,1399.2
TX08384,ACC_N3328,6171.85,0.143,551.5
TX07031,ACC_N0161,5243.83,0.383,774.9
TX01793,ACC_N0034,4288.33,0.128,256.0
TX01611,ACC_N3167,2098.33,0.302,200.0
TX05018,ACC_N1185,18276.95,0.242,
TX04347,ACC_N1714,15669.92,0.404,571.1
TX08037,ACC_N2640,19336.88,0.294,214.7
TX02880,ACC_N0028,7950.05,0.589,1091.3
TX03158,ACC_N2192,19997.06,0.104,393.1
TX01596,ACC_N1392,6467.92,0.117,554.3
TX05307,ACC_N1225,2935.94,0.126,1412.9
TX02030,ACC_N1075,16810.1,0.362,1020.6
TX07616,ACC_N2151,7564.76,0.426,1191.0
TX03230,ACC_N2963,18109.04,0.561,709.5
TX08870,ACC_N0325,19167.68,0.276,740.1
TX04790,ACC_N1820,17167.44,0.507,1018.5
TX09817,ACC_N0809,13572.86,0.154,1184.2
TX02545,ACC_N1873,11973.13,0.346,415.3
TX09898,ACC_N0771,11290.01,0.214,513.0
TX04424,ACC_N3350,6749.49,0.32,715.4
TX00707,ACC_A0004,33071.11,0.337,1698.3
TX02531,ACC_N0244,19964.9,0.372,511.0
TX00241,ACC_A0077,25625.24,0.685,1273.5
TX03766,ACC_N3113,11806.2,0.119,567.9
TX03538,ACC_N0587,3803.74,0.323,152.3
TX05509,ACC_N1632,12099.24,0.174,289.2
TX05444,ACC_N3104,3535.14,0.276,214.1
TX01574,ACC_N1537,13010.59,0.246,725.3
TX03570,ACC_N2020,9757.06,0.547,1416.5
TX02419,ACC_N0719,14587.02,0.317,595.3
TX05007,ACC_N0679,18872.08,0.526,180.8
TX07087,ACC_N2875,-13818.86,0.14,476.9
TX09543,ACC_N2842,11651.01,0.531,724.4
TX03900,ACC_N1229,9190.99,0.461,190.8
TX09165,ACC_N0868,19404.72,0.128,561.8
TX08438,ACC_N3393,16544.24,0.449,1277.3
TX07492,ACC_N2072,9186.44,0.205,333.9
TX01593,ACC_N2446,13552.46,0.386,1101.8
TX05956,ACC_N0811,13025.23,0.296,692.0
TX08249,ACC_N1643,12857.77,0.344,706.6
TX02995,ACC_N1177,12515.57,0.398,226.3
TX09079,ACC_N1776,17963.87,0.551,218.7
TX09900,ACC_N0954,6075.17,0.226,439.6
TX09451,ACC_N0661,11621.81,0.374,707.8
TX07819,ACC_N1122,9261.27,0.37,410.8
TX00622,ACC_A0198,49156.61,0.448,2494.8
TX06345,ACC_N0479,1074.79,0.212,1260.4
TX01359,ACC_N0743,6942.63,0.299,465.0
TX02921,ACC_N3391,12845.16,0.119,134.4
TX03588,ACC_N1611,15699.92,0.426,905.4
TX05773,ACC_N1953,10677.73,0.3,976.8
TX01716,ACC_N3363,14912.28,0.385,420.3
TX08681,ACC_N1757,13215.17,0.321,641.5
TX02440,ACC_N0749,15665.49,0.532,1436.7
TX02737,ACC_N2381,7315.69,0.44,731.1
TX03347,ACC_N1140,13958.34,0.377,1419.0
TX05266,ACC_N2462,9848.61,0.386,1370.1
TX02575,ACC_N1231,10132.59,0.6,522.3
TX08222,ACC_N2199,7636.93,0.484,1162.9
TX03207,ACC_N3075,4810.9,0.138,178.6
TX03046,ACC_N3397,13611.06,0.391,1208.2
TX04618,ACC_N3183,11600.99,0.33,801.9
TX00299,ACC_A0114,37083.7,0.529,2075.2
TX05961,ACC_N3143,19059.43,0.125,438.9
TX02854,ACC_N2463,18136.83,0.151,796.8
TX00026,ACC_M025,403329.18,0.959,33.5
TX01036,ACC_A0125,23100.47,0.67,
TX01022,ACC_A0321,39008.04,0.639,2367.5
TX04979,ACC_N1974,10681.47,0.296,686.2
TX03296,ACC_N1731,19588.93,0.183,288.0
TX06565,ACC_N1577,18234.49,0.116,732.3
TX00161,ACC_A0036,49064.96,0.667,569.4
TX05823,ACC_N0234,12355.18,0.401,1123.5
TX04797,ACC_N0587,16365.51,0.592,1101.5
TX02301,ACC_N1453,8161.73,0.496,573.3
TX07266,ACC_N2290,16218.6,0.26,1353.7
TX01993,ACC_N0340,16522.01,0.232,897.3
TX04346,ACC_N3205,10285.88,0.582,409.4
TX03711,ACC_N1385,17703.01,0.164,601.2
TX06311,ACC_N0551,12282.01,0.416,718.7
TX05585,ACC_N1853,2493.37,0.203,1110.3
TX04088,ACC_N3206,15793.46,0.117,1334.6
TX01176,ACC_N2697,19521.72,0.183,877.5
TX08117,ACC_N2151,14920.73,0.519,885.3
TX02653,ACC_N2020,4558.07,0.423,1060.5
TX04731,ACC_N3132,10792.76,0.207,922.1
TX05418,ACC_N2428,14748.34,0.463,976.8
TX04138,ACC_N2687,16250.92,0.386,592.2
TX04544,ACC_N0581,12793.74,0.523,1245.0
TX03237,ACC_N2206,13456.26,0.156,849.3
TX02905,ACC_N1605,1310.42,0.254,864.2
TX01650,ACC_N2193,19563.0,0.194,1323.9
TX00937,ACC_A0245,-41697.54,0.653,567.5
TX00464,ACC_A0323,39078.14,0.57,2860.5
TX01265,ACC_N2028,12480.8,0.562,720.0
TX01787,ACC_N0360,17629.11,0.55,945.2
TX02535,ACC_N1675,7281.76,0.378,1379.4
TX03844,ACC_N0238,14231.42,0.124,625.1
TX03690,ACC_N1144,11713.87,0.58,294.7
TX05840,ACC_N0530,11423.35,0.27,
TX07442,ACC_N2375,6871.45,0.533,1292.3
TX03877,ACC_N2546,1635.24,0.542,742.5
TX01141,ACC_A0129,22484.92,0.628,493.0
TX08224,ACC_N0541,8296.73,0.512,1252.1
TX08518,ACC_N2328,9544.77,0.576,733.1
TX09450,ACC_N2848,994.08,0.107,230.2
TX07360,ACC_N2819,17026.26,0.576,1029.1
TX03437,ACC_N0747,9257.13,0.285,1223.9
TX04450,ACC_N0193,5367.68,0.401,1145.1
TX01585,ACC_N2604,17490.65,0.364,557.2
TX05487,ACC_N1518,15979.94,0.511,346.8
TX09510,ACC_N0150,8595.32,0.557,1417.2
TX06919,ACC_N0505,16044.52,0.194,1255.5
TX04075,ACC_N1077,14617.79,0.559,892.1
TX09424,ACC_N1965,17487.19,0.432,437.4
TX02194,ACC_N1376,824.88,0.415,366.9
TX08291,ACC_N0144,12894.62,0.392,554.1
TX00861,ACC_A0027,38865.95,0.616,1362.6
TX06418,ACC_N0390,9040.3,0.276,265.7
TX08788,ACC_N3257,-18235.59,0.186,223.4
TX05147,ACC_N3111,535.33,0.251,1095.4
TX00686,ACC_A0371,28365.13,0.518,1754.2
TX01376,ACC_N3399,13611.6,0.307,923.7
TX09619,ACC_N0328,18866.56,0.156,924.2
TX07383,ACC_N2846,3566.83,0.15,1046.2
TX08722,ACC_N2345,6986.63,0.226,1181.1
TX02816,ACC_N2969,19202.14,0.386,909.5
TX06149,ACC_N1126,13602.91,0.396,1293.4
TX04708,ACC_N0166,16214.23,0.427,1285.6
TX01840,ACC_N2107,11505.71,0.355,394.1
TX00986,ACC_A0266,43464.32,0.487,1494.8
TX09592,ACC_N0045,9840.96,0.531,1329.2
TX07309,ACC_N2628,16675.69,0.423,823.7
TX01983,ACC_N2641,16812.35,0.552,404.3
TX01819,ACC_N2928,15475.41,0.391,1186.5
TX07911,ACC_N0165,16602.29,0.473,494.9
TX00442,ACC_A0097,53858.32,0.684,759.0
TX05304,ACC_N3066,12355.21,0.265,257.3
TX04573,ACC_N2827,17677.19,0.235,944.1
TX07968,ACC_N1889,10366.33,0.142,851.5
TX02423,ACC_N0302,17391.43,0.418,1132.8
TX00695,ACC_A0373,20599.69,0.524,1458.6
TX01937,ACC_N1069,19260.99,0.419,1093.4
TX01519,ACC_N1720,14286.8,0.33,885.7
